qty,basis,pnl,return_pct,buy_date_dt,sell_date_dt
223,6213.899906,1120.64317,18.034458020766195,2025-07-16,2025-07-18
171,5385.793761999999,-72.4336,-1.3449011083763072,2025-07-17,2025-07-21
191,5969.754202,-44.79011,-0.750283989665677,2025-07-17,2025-07-21
160,4991.40352,-28.34591,-0.5678945788778864,2025-07-17,2025-07-21
159,5030.323498,88.44661,1.7582688277436906,2025-07-17,2025-07-21
792,5151.977424,-48.68632,-0.9450025881945714,2025-07-18,2025-07-22
2109,6773.392443000001,551.896065,8.148000719644703,2025-07-18,2025-07-22
285,5547.5312699999995,91.14015,1.6428956514922,2025-07-18,2025-07-22
5,5024.15011,-300.15105,-5.974165648486168,2025-07-18,2025-07-22
18,5098.600396,-40.16378,-0.7877412795776201,2025-07-18,2025-07-22
3592,6193.359024,756.48568,12.214465156444643,2025-07-21,2025-07-23
1566,5451.224452,272.21114,4.993577908906841,2025-07-21,2025-07-23
5,4991.55011,-315.50105,-6.320702848758939,2025-07-21,2025-07-23
182,5027.844004,403.82178,8.031708614641419,2025-07-21,2025-07-23
2210,6282.39862,380.3359,6.053991843007249,2025-07-22,2025-07-24
1597,5837.0701340000005,-766.89537,-13.13836141068371,2025-07-23,2025-07-30
95,4751.95209,23.63005,0.49727037546794794,2025-07-24,2025-07-28
190,7010.10418,-150.2399,-2.143190687930689,2025-07-24,2025-07-28
108,7410.882376,-242.86268,-3.2771088202196563,2025-07-25,2025-07-29
307,5738.301754,-274.36447,-4.7812834138384,2025-07-28,2025-07-30
5,4962.65011,-4.60105,-0.09271356831561918,2025-07-28,2025-07-30
265,4951.53083,-87.50565,-1.7672443735950647,2025-07-29,2025-07-31
9,5035.960198,69.00811,1.370306898521679,2025-07-29,2025-07-31
630,7733.264359999999,-287.93330000000003,-3.723308639095846,2025-07-29,2025-07-31
5,4895.90011,-80.05105,-1.6350629751716892,2025-07-29,2025-07-31
183,5997.914026,-185.03843,-3.085046387758943,2025-07-29,2025-07-31
214,6752.774708,-154.12494,-2.2823942255530674,2025-07-30,2025-08-01
298,7686.916556,11.857420000000001,0.15425456896295728,2025-07-30,2025-08-01
279,6407.241137999999,-295.79859,-4.616629585636801,2025-07-30,2025-08-01
185,5119.95407,-131.53885,-2.569141211065591,2025-07-30,2025-08-01
100,89.8922,-6.771,-7.532355421271256,2025-07-30,2025-08-01
5,4925.60011,-267.50105,-5.430831655556383,2025-07-30,2025-08-01
173,5106.233806,-240.77633,-4.715340878380452,2025-07-30,2025-08-01
212,6579.424664,-14.88502,-0.22623589082864526,2025-07-31,2025-08-04
2125,6661.92175,-240.07625000000002,-3.603708644581423,2025-07-31,2025-08-04
6,5867.980132,-211.94126,-3.61182647576149,2025-07-31,2025-08-04
255,4832.680609999999,-98.65355,-2.0413836121481244,2025-07-31,2025-08-04
64,5691.881408,-161.37344,-2.835151128995553,2025-07-31,2025-08-04
3,6061.540066,-418.67063,-6.9070009509362205,2025-07-31,2025-08-04
170,5344.1037400000005,-44.9357,-0.8408463268342166,2025-07-31,2025-08-04
5081,5614.616782,303.79299000000003,5.41075200312754,2025-08-01,2025-08-05
25,6735.75055,-124.50525,-1.8484243006891043,2025-08-01,2025-08-05
355,6544.432809999999,111.52545,1.7041270532961588,2025-08-01,2025-08-05
245,7138.08039,315.99855,4.426940195892079,2025-08-01,2025-08-05
1950,5118.7929,467.5905,9.134780584696053,2025-08-01,2025-08-05
1775,6185.914049999999,-284.372751,-4.5971015552665175,2025-08-01,2025-08-05
258,4697.475676,75.76581999999999,1.612904998893282,2025-08-01,2025-08-05
247,5462.410433999999,56.75813,1.0390674718749997,2025-08-01,2025-08-05
35,7882.65077,163.19265,2.0702762910806967,2025-08-01,2025-08-05
100,304.0022,21.979,7.229881889012645,2025-08-04,2025-08-06
221,5230.289862,-161.69641000000001,-3.091538218078209,2025-08-04,2025-08-06
155,6708.853685,161.267175,2.40379627536921,2025-08-04,2025-08-06
1764,6006.458807999999,-375.31094,-6.248456070324225,2025-08-04,2025-08-06
21,5609.470462,-121.49441,-2.165880198907089,2025-08-04,2025-08-06
129,7450.752838,130.84291,1.756103213257602,2025-08-04,2025-08-06
2351,7770.106722,-242.59371000000002,-3.122141286851684,2025-08-04,2025-08-06
2266,6990.659852000001,-121.50586000000001,-1.7381171816740255,2025-08-04,2025-08-06
56,4787.321232,36.06824,0.7534117359601492,2025-08-04,2025-08-06
61,7360.041342,-27.02281,-0.3671556822078514,2025-08-04,2025-08-06
350,5220.2577,52.426500000000004,1.0042895008803876,2025-08-04,2025-08-06
183,7330.154026,29.07157,0.3966024437806268,2025-08-04,2025-08-06
203,5780.429466,12.13737,0.20997349887912292,2025-08-04,2025-08-06
148,5320.643255999999,-63.23108,-1.1884104413257812,2025-08-04,2025-08-06
373,8191.953206,-357.15833000000003,-4.35986779976243,2025-08-05,2025-08-07
584,4860.133268,322.75694,6.640907197444365,2025-08-05,2025-08-07
60,7054.60132,23.1874,0.32868476825562126,2025-08-05,2025-08-07
248,4681.005456,34.66792,0.7406084082974844,2025-08-05,2025-08-07
577,4982.4076939999995,-52.051170000000006,-1.0446991333664235,2025-08-05,2025-08-07
109,5236.272398,-66.33289,-1.2667960136171663,2025-08-05,2025-08-07
2100,5596.546700000001,-168.4415,-3.0097399169384214,2025-08-05,2025-08-07
552,4799.652144,5.40408,0.11259315962627812,2025-08-05,2025-08-07
210,6395.55462,188.95589999999999,2.954488097234013,2025-08-05,2025-08-07
6,5661.400132,-353.72126,-6.247946651936101,2025-08-05,2025-08-07
188,5680.484136,-18.95948,-0.3337652134233511,2025-08-05,2025-08-07
1421,5505.4062619999995,0.70159,0.012743655356419184,2025-08-06,2025-08-08
1638,5495.526036,-327.94448,-5.967481144693097,2025-08-06,2025-08-08
3902,4975.135844,-781.21942,-15.702474153387156,2025-08-06,2025-08-08
154,6348.883388,5.66766,0.08927018585208892,2025-08-06,2025-08-08
5,4801.00011,-484.65105,-10.094793561668967,2025-08-06,2025-08-08
11445,7380.45679,-340.89995,-4.6189546216420565,2025-08-06,2025-08-08
59,5464.991298,-97.59239,-1.785773932260706,2025-08-06,2025-08-08
611,5294.328442,-42.89831,-0.8102691487684626,2025-08-07,2025-08-11
44,6888.760968,-64.92924,-0.9425387279601134,2025-08-07,2025-08-11
123,6820.122706,-313.21583,-4.592524848921684,2025-08-07,2025-08-11
82,5176.021804,93.92278,1.8145746590058223,2025-08-07,2025-08-11
18,6786.460396,26.25622,0.38689122853314883,2025-08-07,2025-08-11
1076,6256.963672,-64.78596,-1.035421706057174,2025-08-07,2025-08-11
427,4998.0443940000005,-102.56967,-2.052196057384599,2025-08-07,2025-08-11
159,5141.473497999999,-92.66338999999999,-1.802273026128511,2025-08-07,2025-08-11
1629,5123.240838,455.77791,8.896281170688155,2025-08-08,2025-08-12
275,8174.38105,170.44187499999998,2.0850737683680647,2025-08-08,2025-08-12
270,8025.755939999999,167.3433,2.08507835587136,2025-08-08,2025-08-12
174,6964.483828,-83.81654,-1.2034853130539858,2025-08-08,2025-08-12
174,5539.423828,225.90346,4.078103915034104,2025-08-08,2025-08-12
56,5874.281232,-115.69176,-1.969462397710413,2025-08-08,2025-08-12
330,4951.05726,191.9307,3.8765598925834284,2025-08-08,2025-08-12
2458,7533.824076000001,-639.59618,-8.489661738153918,2025-08-08,2025-08-12
2479,6953.649538000001,520.06683,7.479048622711878,2025-08-11,2025-08-13
368,4804.248095999999,360.56272,7.505081186381762,2025-08-11,2025-08-13
1491,4763.7778020000005,745.1868900000001,15.642771786860935,2025-08-11,2025-08-13
475,5797.38595,374.89975,6.466703325142602,2025-08-11,2025-08-13
1177,7326.851394,-59.09767,-0.8065902639760841,2025-08-11,2025-08-13
5,4311.55011,34.19895,0.7931938427592578,2025-08-11,2025-08-13
284,5332.106248,241.50036,4.529173815517713,2025-08-11,2025-08-13
3,5570.110066,107.82937,1.9358570786274298,2025-08-11,2025-08-13
3280,4903.67266,163.3107,3.3303752375673454,2025-08-12,2025-08-14
229,5826.910183,357.19176500000003,6.130037254428709,2025-08-12,2025-08-14
904,6477.179888,589.40966,9.099788336772532,2025-08-12,2025-08-14
694,5257.065268,-152.82574,-2.9070542633407532,2025-08-12,2025-08-14
965,7493.24623,144.54735,1.9290351012527716,2025-08-12,2025-08-14
30,4786.30066,186.6937,3.9005844651639587,2025-08-12,2025-08-14
136,5533.482992,0.69144,0.012495565650055225,2025-08-12,2025-08-14
202,8218.374444000001,1.97758,0.02406290944121893,2025-08-12,2025-08-14
5,4320.95011,262.54895,6.076185637792518,2025-08-12,2025-08-14
55,5051.10121,44.18845,0.8748280456649176,2025-08-12,2025-08-14
330,5928.457259999999,92.3307,1.5574152928952718,2025-08-12,2025-08-14
219,4810.3398179999995,-64.55599000000001,-1.3420255624859478,2025-08-12,2025-08-14
10,6477.40022,64.33811,0.9932705686665134,2025-08-13,2025-08-13
592,5591.4530239999995,-302.04431999999997,-5.401893187755412,2025-08-13,2025-08-15
591,5576.098232,-295.62434,-5.301634363316575,2025-08-13,2025-08-15
4386,7916.966492,440.53894099999997,5.564491670454325,2025-08-13,2025-08-15
3389,4795.509558,-305.72169,-6.375165898480731,2025-08-13,2025-08-15
97,4975.162134,43.56963,0.8757429170448016,2025-08-13,2025-08-15
109,5590.522398,49.20710999999999,0.8801880485731307,2025-08-13,2025-08-15
1238,4822.037236,185.44002,3.8456778934753126,2025-08-13,2025-08-15
484,5031.191148,-121.10213999999999,-2.4070272116005875,2025-08-13,2025-08-15
1115,5457.94953,-0.23414999999999994,-0.0042900726493159775,2025-08-13,2025-08-15
582,5013.942804,-86.60222,-1.727227919929818,2025-08-13,2025-08-15
5,4283.05011,221.24895,5.165686702647521,2025-08-13,2025-08-15
185,6387.20407,-42.73885,-0.6691323704645623,2025-08-13,2025-08-15
347,5574.562634,-93.76287,-1.6819771550888634,2025-08-13,2025-08-15
66,6423.461452,-168.99386,-2.6308846291493246,2025-08-13,2025-08-15
193,5598.004246,53.929469999999995,0.9633695801237516,2025-08-14,2025-08-18
249,5304.420478,7.94771,0.14983182485180052,2025-08-14,2025-08-18
653,6801.010366,176.17187,2.5903779073875333,2025-08-14,2025-08-18
2104,6827.526288,-348.12184,-5.098798969281977,2025-08-14,2025-08-18
69,4997.291518,-2.01449,-0.04031163666846141,2025-08-14,2025-08-18
6328,5218.122416,647.0439200000001,12.39993753339343,2025-08-14,2025-08-18
763,5596.621786,541.56977,9.676726259307742,2025-08-14,2025-08-18
186,5594.024092,37.020939999999996,0.6617944326150392,2025-08-15,2025-08-19
105,5356.35231,-95.82205,-1.7889422587290564,2025-08-15,2025-08-19
333,7191.142325999999,419.51007000000004,5.833705564180487,2025-08-15,2025-08-19
58,7165.161276,-99.45218,-1.387996392113589,2025-08-15,2025-08-19
5124,4790.872728,-330.37444,-6.895913516323324,2025-08-15,2025-08-19
288,5920.086336,-423.66048,-7.156322660764655,2025-08-15,2025-08-19
232,6040.125104000001,-13.968720000000001,-0.23126540857157715,2025-08-15,2025-08-19
909,7362.374998,-322.34089,-4.378218850405805,2025-08-15,2025-08-19
356,5557.827832,-351.41026,-6.322798593664677,2025-08-15,2025-08-19
434,4810.899547999999,121.42886,2.524036488154918,2025-08-15,2025-08-19
5,4502.10011,-48.40105,-1.0750771599345887,2025-08-15,2025-08-19
63,5946.311386,60.35677,1.0150287477730147,2025-08-15,2025-08-19
9,6285.250198,13.74811,0.21873608157038396,2025-08-18,2025-08-18
263,5951.011286,-92.73572999999999,-1.5583188393234042,2025-08-18,2025-08-20
62,5705.621364,135.00698,2.3662099425635845,2025-08-18,2025-08-20
202,7765.774444000001,398.01758,5.125278655337675,2025-08-18,2025-08-20
5,4440.15011,48.29895,1.087777413002823,2025-08-18,2025-08-20
1989,7607.969258,79.14180999999999,1.0402488143176984,2025-08-18,2025-08-20
1536,6120.993792,-184.64256,-3.016545454454204,2025-08-19,2025-08-21
11223,6314.530906,572.84,9.071774428337877,2025-08-19,2025-08-21
3618,5589.890596,-217.84078,-3.8970490792052703,2025-08-19,2025-08-21
800,5436.0176,151.832,2.7930741063090005,2025-08-19,2025-08-21
2009,6358.529198,59.84811,0.9412256850031374,2025-08-19,2025-08-21
119,4820.552618,7.44501,0.15444308132225848,2025-08-19,2025-08-21
2226,5197.758972,-0.46746,-0.008993491281880856,2025-08-20,2025-08-22
16884,5805.923478000001,-131.635765,-2.267266620009696,2025-08-20,2025-08-22
487,7614.255714,238.52773,3.1326466953484298,2025-08-20,2025-08-22
1788,5079.019336,-10.375480000000001,-0.2042811675564765,2025-08-20,2025-08-22
650,6730.764299999999,148.3635,2.2042593290631203,2025-08-20,2025-08-22
3200,3856.0704,234.328001,6.076860033468268,2025-08-20,2025-08-22
325,5367.38215,-0.06825000000000002,-0.001271569604933012,2025-08-20,2025-08-22
561,6140.1573419999995,476.73219,7.76416895278968,2025-08-20,2025-08-22
5,4495.55011,-128.55105,-2.8595176753574214,2025-08-20,2025-08-21
2796,5634.001512,1089.85284,19.34420567120359,2025-08-21,2025-08-26
157,5706.383454,143.97703,2.5230871910487633,2025-08-21,2025-08-26
207,8144.419554,335.29653,4.1168867563474745,2025-08-21,2025-08-26
200,4187.0044,503.958,12.036242426685773,2025-08-21,2025-08-26
733,6109.571126,161.10607,2.636945649333619,2025-08-21,2025-08-26
201,5976.739422,345.67779,5.783718606295298,2025-08-21,2025-08-26
158,5240.283476,42.20682,0.8054300915838469,2025-08-21,2025-08-26
297,6921.591534,308.81763,4.461656376037748,2025-08-21,2025-08-26
1206,5999.876532,-24.37326,-0.40622935938775745,2025-08-22,2025-08-26
17,5348.690374,-65.58357,-1.2261612733988478,2025-08-22,2025-08-26
24,5674.840528,-68.00504,-1.1983603709119066,2025-08-22,2025-08-26
4164,6516.752108000001,707.00506,10.849040262434974,2025-08-22,2025-08-26
300,4615.5066,147.937,3.2052169527826053,2025-08-22,2025-08-26
500,1452.511,34.895,2.4023914448840666,2025-08-22,2025-08-26
100,675.0022,60.979,9.03389648211517,2025-08-22,2025-08-26
6,5437.360132,147.45874,2.7119546327670028,2025-08-22,2025-08-29
502,6588.571043999999,-50.11542,-0.7606417182924439,2025-08-26,2025-08-28
213,4938.409686,-36.25523,-0.7341478796864647,2025-08-26,2025-08-28
5323,6083.822106,-415.82783,-6.834976808245287,2025-08-26,2025-08-28
883,8030.904426,-185.61543,-2.3112643377882978,2025-08-26,2025-08-28
756,6424.7966320000005,-48.078759999999996,-0.748331235272631,2025-08-26,2025-08-28
165,5378.35363,-25.734650000000002,-0.4784856439423081,2025-08-26,2025-08-28
99,5066.832178,177.16921,3.4966464997451907,2025-08-26,2025-08-28
700,731.5154,-27.147,-3.711063362439123,2025-08-26,2025-08-28
5,4480.15011,107.89895,2.4083780085663244,2025-08-26,2025-08-28
100,439.0022,-5.021,-1.1437300314212548,2025-08-26,2025-08-28
73,6376.091606,11.12467,0.17447475173555405,2025-08-27,2025-08-29
794,5966.927468,-39.86674,-0.6681284499233668,2025-08-27,2025-08-29
5700,1606.3921400000002,311.15626,19.369881877036573,2025-08-27,2025-08-29
6,5477.020132,134.31874,2.452405446078795,2025-08-27,2025-09-10
251,5795.850522,3.45729,0.05965112431517605,2025-08-28,2025-09-02
2188,7472.068136,-350.53948,-4.691331417484281,2025-08-28,2025-09-02
207,6146.799554,-52.72347,-0.8577385603161642,2025-08-28,2025-09-02
133,5013.772926,-112.41793,-2.242182317771764,2025-08-29,2025-09-02
50,4847.5011,47.9895,0.9899843034589512,2025-08-29,2025-09-02
7691,6652.884202,4689.89489,70.49416084215198,2025-08-29,2025-09-02
116,6149.002552,-34.50436,-0.56113751308783,2025-08-29,2025-09-02
275,4731.38105,-52.30775,-1.1055492983385897,2025-08-29,2025-09-02
168,5471.083696,-55.79528,-1.0198213571617054,2025-08-29,2025-09-02
200,435.0044,9.958,2.2891722474531293,2025-08-29,2025-09-02
579,4910.247738,239.84841,4.884649875073166,2025-09-02,2025-10-07
40,6995.80088,-499.2084,-7.135829171856018,2025-09-03,2025-09-08
17,4590.660374,-33.45357,-0.7287311034697772,2025-09-03,2025-09-08
113,4921.022486,-711.7937300000001,-14.464346221237731,2025-09-03,2025-09-08
179,6192.613938,-18.14759,-0.29305217766992014,2025-09-03,2025-09-08
1265,5496.45283,-392.41565,-7.1394345068908756,2025-09-08,2025-09-10
54,4853.441188,-173.73134,-3.579549710616582,2025-09-08,2025-09-10
243,5990.170346,8.23897,0.13754149755526837,2025-09-08,2025-09-10
2807,6049.146753999999,-169.00947,-2.7939389945903104,2025-09-08,2025-09-10
4503,4975.914066,179.17436999999998,3.6008332865770996,2025-09-08,2025-09-10
67,4837.061474,8.70593,0.1799838610031277,2025-09-08,2025-09-10
259,6400.190698,-6.824389999999999,-0.10662791660461862,2025-09-08,2025-09-10
84,6112.001848,-85.17764,-1.3936127985280675,2025-09-08,2025-09-10
6,5436.700132,38.07874,0.7004016972698469,2025-09-08,2025-09-12
5,4530.75011,111.59895,2.4631451148383903,2025-09-08,2025-09-10
2232,4854.649104,1070.89078,22.05907691902257,2025-09-08,2025-09-10
301,5121.521621999999,-2.08321,-0.040675606855809544,2025-09-08,2025-09-10
91,6243.602002,21.861681,0.3501453326620931,2025-09-08,2025-09-08
17711,7641.939454,1499.069778,19.616352458999735,2025-09-08,2025-09-10
228,5625.905016,107.11212,1.9039091434244722,2025-09-08,2025-09-10
612,5272.393464,12.11148,0.22971502568420607,2025-09-08,2025-09-10
236,5202.625192,-104.24956,-2.003787629374167,2025-09-08,2025-09-10
207,7651.759553999999,275.26653,3.5974278603161656,2025-09-09,2025-09-11
5,4590.05011,86.94895,1.894291955779977,2025-09-09,2025-09-11
220,7256.50484,-183.8462,-2.5335365172856417,2025-09-09,2025-09-11
640,5520.01408,76.6656,1.3888660226026088,2025-09-09,2025-09-11
107,5155.192354,-14.86247,-0.28830097849730013,2025-09-09,2025-09-16
848,4811.938656,-42.098079999999996,-0.8748673457735782,2025-09-10,2025-09-12
1510,5760.68322,-30.5171,-0.5297479280591304,2025-09-10,2025-09-12
161,4948.533542,30.16619,0.6095985759006906,2025-09-10,2025-09-12
6,5576.380132,-110.60126,-1.9833881009172205,2025-09-10,2025-09-15
314,6177.956908,-169.62594,-2.7456640200961404,2025-09-11,2025-09-15
69,6872.021863,-88.264835,-1.2844085301187873,2025-09-11,2025-09-15
299,4991.811578,-218.33279,-4.373818734710263,2025-09-11,2025-09-15
149,5435.033278,-180.83129,-3.327142277711,2025-09-11,2025-09-15
6,5629.600132,-7.28126,-0.12933884875075885,2025-09-11,2025-09-16
202,6596.314444,-40.44242,-0.6131063087325435,2025-09-12,2025-09-16
411,6142.404042,-201.47631,-3.2800888483135053,2025-09-12,2025-09-16
196,5694.804312,-80.44116,-1.41253598179828,2025-09-12,2025-09-16
6,5641.600132,-260.00126,-4.608643893870357,2025-09-12,2025-09-22
243,4747.010346,-77.81103,-1.6391586351937562,2025-09-15,2025-09-17
7778,5159.386916,-528.7077999999999,-10.247492746868838,2025-09-15,2025-10-20
311,5779.941842,-16.43531,-0.28435078499532074,2025-09-15,2025-09-17
854,5282.008788,683.020661,12.93107770952084,2025-09-16,2025-09-18
1584,6739.954848,-110.372641,-1.6375872463411494,2025-09-16,2025-09-18
272,6597.365984,179.46288,2.7202201671884696,2025-09-16,2025-09-18
15,6275.05033,801.09685,12.766381269805688,2025-09-16,2025-09-18
5,4684.10011,-118.15105,-2.5223852442385137,2025-09-16,2025-09-18
2920,7164.66424,948.464,13.238080225794363,2025-09-17,2025-09-19
311,5114.401841999999,-24.94531,-0.4877463830696001,2025-09-17,2025-09-19
902,4965.529844000001,-0.18942,-0.0038146986515221913,2025-09-17,2025-09-19
5,4650.65011,-301.65105,-6.486212526532125,2025-09-17,2025-09-19
119,4899.0426179999995,115.78501,2.3634211626284736,2025-09-17,2025-09-19
391,5257.003602,-0.08211,-0.0015619163732123308,2025-09-17,2025-09-19
161,5191.643542,-34.23381,-0.6594021666366554,2025-09-18,2025-09-22
425,4787.63435,85.91075,1.7944300612681499,2025-09-18,2025-09-22
210,6630.75462,48.2559,0.7277587961775608,2025-09-18,2025-09-22
214,6777.1747080000005,29.05506,0.42871935949507767,2025-09-18,2025-09-22
6,5538.940132,-210.86126,-3.8068882308692196,2025-09-18,2025-09-30
209,6640.979598,8.31611,0.12522414618627173,2025-09-18,2025-09-22
770,4908.7669399999995,169.23829999999998,3.4476743766531315,2025-09-18,2025-09-22
158,5025.4034759999995,1.126821,0.022422498121422482,2025-09-18,2025-09-22
204,6500.464488,-10.24284,-0.15757089387856063,2025-09-18,2025-09-22
179,5788.073938,-93.32759,-1.6124118489102823,2025-09-18,2025-09-22
1395,5656.75569,651.35705,11.514675296150186,2025-09-18,2025-09-22
5200,6266.1143999999995,310.908,4.961735138445606,2025-09-19,2025-09-23
751,5088.041522,142.53229,2.801319316749082,2025-09-19,2025-09-23
958,6816.191076,699.13882,10.257030828576497,2025-09-19,2025-09-23
4101,7238.355222,-451.97121,-6.2441148042347345,2025-09-22,2025-09-24
2434,5951.183548,-279.91114,-4.703453317182076,2025-09-22,2025-09-24
37,6044.210814,56.82223,0.9401099953096373,2025-09-22,2025-09-24
887,5227.884514,-1524.82627,-29.16717586083999,2025-09-23,2025-09-25
5043,5976.065946,1158.83097,19.391201176011926,2025-09-23,2025-09-25
535,6470.83677,5.2376499999999995,0.0809423910101197,2025-09-25,2025-09-29
644,6183.194168,234.14476000000002,3.786792936436862,2025-09-25,2025-09-29
116,5825.362552,-49.177222,-0.8441916114408393,2025-09-26,2025-09-26
6,5747.680132,278.97874,4.853762450119588,2025-09-26,2025-10-02
26,7047.000572,-104.18546,-1.4784369454142285,2025-09-29,2025-10-01
1907,5044.056954,152.15953000000002,3.016610069783919,2025-09-29,2025-10-01
1163,5146.300586,307.76577,5.980330236388566,2025-09-29,2025-10-01
372,5447.948184,22.241880000000002,0.4082615922325006,2025-09-29,2025-10-01
722,4803.925884,36.938379999999995,0.7689206888688125,2025-09-30,2025-10-02
6,5545.600132,-67.027926,-1.2086685733655056,2025-09-30,2025-10-07
509,4812.606198,55.883109999999995,1.1611818565837284,2025-10-01,2025-10-03
870,7458.96914,792.8173,10.629046522640527,2025-10-02,2025-10-06
454,5114.319987999999,167.88466,3.2826389509048455,2025-10-02,2025-10-06
375,5019.38325,18.67125,0.3719829522880127,2025-10-03,2025-10-07
1121,6070.239662,-280.48541,-4.620664514382398,2025-10-03,2025-10-07
34,5167.300748,-808.644787,-15.649268862722677,2025-10-03,2025-10-07
5,4901.00011,-177.00105,-3.611529198680226,2025-10-03,2025-10-03
137,6618.103014,3.45123,0.05214832698583317,2025-10-03,2025-10-07
6,5758.360132,83.67874,1.453169619159207,2025-10-03,2025-10-21
79,5546.011738,22.47341,0.40521749793671286,2025-10-06,2025-10-08
165,4977.80363,73.46535,1.4758587413380948,2025-10-06,2025-10-08
2580,5482.55676,257.4582,4.695951383091562,2025-10-06,2025-10-08
52,4868.721144,-64.93092,-1.3336339888764843,2025-10-07,2025-10-09
5,4798.80011,-63.284383,-1.3187543041879275,2025-10-07,2025-10-07
301,5913.151621999999,-45.213210000000004,-0.7646211849495512,2025-10-07,2025-10-09
404,5746.908888,-32.40484,-0.5638655602782195,2025-10-07,2025-10-09
664,6444.134608,605.100561,9.38994291411611,2025-10-09,2025-10-13
875,5411.89425,-105.18375,-1.943566247622078,2025-10-09,2025-10-13
6,5586.880132,-15.20126,-0.27208852957004875,2025-10-09,2025-10-23
1537,5848.318814,1269.51223,21.707302053386314,2025-10-09,2025-10-13
1543,6087.168946,1312.57097,21.562913427308708,2025-10-09,2025-10-13
1235,4859.75217,1045.39065,21.51119261705068,2025-10-09,2025-10-13
70,5003.90154,130.2853,2.6036743320892763,2025-10-10,2025-10-14
318,5890.956996,-60.48678,-1.0267734094998646,2025-10-10,2025-10-14
796,5042.677512,-111.60716000000001,-2.2132519823924843,2025-10-10,2025-10-14
528,6079.931616,-108.99088,-1.7926333203021343,2025-10-10,2025-10-14
736,5715.056192,161.76544,2.83051355166798,2025-10-10,2025-10-14
459,5129.335098,321.20361,6.2620905802243625,2025-10-14,2025-10-16
118,6191.282596,-157.78478,-2.5484990800119505,2025-10-14,2025-10-16
143,6518.943146,-156.47003,-2.4002361501804086,2025-10-15,2025-10-17
10500,4882.621,-256.08782,-5.244884253764526,2025-10-16,2025-10-20
1451,7189.736922,-914.4347100000001,-12.718611541987102,2025-10-16,2025-10-20
31,5000.060682,-356.33651,-7.1266437082013,2025-10-16,2025-10-20
5,4659.90011,0.39895,0.00856134231598368,2025-10-16,2025-10-20
141,5928.643102,102.31039,1.725696558888594,2025-10-16,2025-10-20
6,5567.080132,-114.26126,-2.052445039244497,2025-10-17,2025-10-28
57,6789.131254,49.85803,0.7343801163164255,2025-10-17,2025-10-21
74,4981.941628,52.74446,1.058712926373131,2025-10-20,2025-10-22
557,5951.557253999999,122.42303,2.05699155322282,2025-10-20,2025-10-22
51,4782.251122,7.67929,0.1605789784788303,2025-10-21,2025-10-23
127,6010.642793999999,-159.50666999999999,-2.653737303424922,2025-10-21,2025-10-23
6,5632.960132,127.05874,2.255630024402239,2025-10-21,2025-10-31
5,4695.65011,-35.10105,-0.7475226896750193,2025-10-23,2025-10-27
242,5041.655323999999,131.88918,2.615989620951724,2025-10-24,2025-10-28
64,4929.001408,-122.33344,-2.4819112407119035,2025-10-27,2025-10-29
