IBOrderID,qty,pnl,basis,netcash,date
640708276,-528,-108.99088,-6079.931616,5970.9407360000005,2025-10-14;140102
641336013,-459,321.20361,-5129.335098,5450.538708,2025-10-16;140056
641336237,-118,-157.78478,-6191.282596,6033.497816,2025-10-16;140100
641637601,-143,-156.47003,-6518.943146,6362.473116,2025-10-17;140022
641964511,-5,0.39895,-4659.90011,4660.29906,2025-10-20;145501
641964514,-141,102.31039,-5928.643102,6030.953492000001,2025-10-20;145505
641964854,-1451,-914.4347100000001,-7189.736922,6275.302212,2025-10-20;145450
641966337,-31,-356.33651,-5000.060682,4643.724172,2025-10-20;145937
641973356,-9478,-256.08782,-4476.603516,4220.515696,2025-10-20;151737
641976625,-7200,-528.7077999999999,-3732.3842,3203.6764000000003,2025-10-20;152616
642236811,-6,83.67874,-5567.080132,5650.758872,2025-10-21;140047
642237199,-57,49.85803,-6789.131254,6838.989284,2025-10-21;140057
642289792,-200,-14.0433,-531.0057,516.9624,2025-10-21;155505
642573094,-74,52.74446,-4981.941628,5034.686088,2025-10-22;140039
642573447,-557,122.42303,-5951.557254,6073.980284,2025-10-22;140044
642878206,-6,-15.20126,-5632.960132,5617.758872,2025-10-23;140035
642878444,-51,7.67929,-4782.251122,4789.930412,2025-10-23;140030
642884693,-127,-159.50666999999999,-6010.642793999999,5851.136124000001,2025-10-23;141556
643515467,-5,-35.10105,-4695.65011,4660.54906,2025-10-27;150018
643831379,-6,-114.26126,-5620.000132,5505.738872,2025-10-28;150015
643831795,-242,131.88918,-5041.655323999999,5173.544504,2025-10-28;150019
644162635,-64,-122.33344,-4929.001408,4806.667968,2025-10-29;150044
644501767,-296,301.85784,-6694.046512,6995.9043520000005,2025-10-30;150008
644502019,-2553,-1200.44613,-4863.521166,3663.0750359999997,2025-10-30;150022
644502118,-25,-134.75525,-4956.75055,4821.9953,2025-10-30;150018
644502190,-195,-175.59095,-5786.65429,5611.06334,2025-10-30;150041
644502418,-59,-48.62239,-6296.891298,6248.268908,2025-10-30;150012
644502448,-1517,38.85143,-5758.218374,5797.069804000001,2025-10-30;150035
644502458,-5,108.69895,-4601.00011,4709.69906,2025-10-30;150045
644506527,-114,199.75606000000002,-5077.422508,5277.178568,2025-10-30;150635
644862299,-80,11.5832,-6679.40176,6690.98496,2025-10-31;150027
644862314,-6,127.05874,-5518.900132,5645.958872,2025-10-31;150037
644862369,-655,-438.98755,-8328.33941,7889.35186,2025-10-31;150033
644862428,-155,-37.68255,-4806.00341,4768.32086,2025-10-31;150046
644862432,-230,-25.3483,-7101.25506,7075.90676,2025-10-31;150050
644862627,-322,-70.90762000000001,-5900.6570839999995,5829.749464,2025-10-31;150043
645251325,-283,381.99057,-4801.101226000001,5183.091796000001,2025-11-03;140151
645256502,-276,179.34204,-4950.066072,5129.408112,2025-11-03;140817
645566521,-24,74.79496,-7459.960528,7534.755488,2025-11-04;134236
645567144,-25,22.49475,-4849.50055,4871.9953,2025-11-04;134419
645567255,-89,386.02131,-5591.981958,5978.003268,2025-11-04;134433
645567273,-767,298.96893,-8555.901874,8854.870804,2025-11-04;134400
645567435,-677,-203.24217,-5202.759894,4999.517723999999,2025-11-04;134453
645567865,-209,-33.48389,-6321.2095979999995,6287.725708,2025-11-04;134519
