CurrencyPrimary,IBCommission,Open/CloseIndicator,CostBasis,FifoPnlRealized,LevelOfDetail,trade_date
USD,-0.399476,C,-202.126694,18.46383,EXECUTION,2025-08-05
USD,-1.0188,C,-768.5022,-30.521,EXECUTION,2025-11-04
USD,-0.014476,C,-591.746694,-22.73117,EXECUTION,2025-11-04
USD,-0.004324,C,-176.755506,-6.78983,EXECUTION,2025-11-04
USD,-1.0376,C,-1537.0044,-60.042,EXECUTION,2025-11-04
USD,-0.295716,C,-438.046254,-17.11197,EXECUTION,2025-11-04
USD,-0.5188,C,-768.5022,-30.021,EXECUTION,2025-11-04
USD,-0.62256,C,-922.20264,-36.0252,EXECUTION,2025-11-04
USD,-1.010716,C,-6789.131254,49.85803,EXECUTION,2025-10-21
USD,-1.011092,C,-5464.991298,-97.59239,EXECUTION,2025-08-08
USD,-1.01034,C,-5051.10121,44.18845,EXECUTION,2025-08-14
USD,-1.0047,C,-6735.75055,-124.50525,EXECUTION,2025-08-05
USD,-1.003948,C,-5609.470462,-121.49441,EXECUTION,2025-08-06
USD,-1.5564,C,-1162.5066,-0.063,EXECUTION,2025-08-08
USD,-2.184148,C,-1631.384262,-0.08841,EXECUTION,2025-08-08
USD,-3.1128,C,-2324.8032,0.084,EXECUTION,2025-08-08
USD,-0.5188,C,-386.7122,0.769,EXECUTION,2025-08-08
USD,-1.000564,C,-821.710105,-1.250669,EXECUTION,2025-07-01
USD,-1.004888,C,-7047.000572,-104.18546,EXECUTION,2025-10-01
USD,-1.018424,C,-2528.402156,2.89942,EXECUTION,2025-08-01
USD,-0.5276,C,-5158.5144,8.958,EXECUTION,2025-08-01
USD,-1.024252,C,-3282.407838,200.85791,EXECUTION,2025-08-14
USD,-0.1638,C,-2544.502345,156.333855,EXECUTION,2025-08-14
USD,-1.025756,C,-6618.103014,3.45123,EXECUTION,2025-10-07
USD,-1.026884,C,-6518.943146,-156.47003,EXECUTION,2025-10-17
USD,-1.015416,C,-5626.102903,21.861681,EXECUTION,2025-09-08
USD,-1.001692,C,-617.499099,-10.460791,EXECUTION,2025-09-10
USD,-3.96882,C,-3323.94183,-237.31065,EXECUTION,2025-09-10
USD,-2.594,C,-2172.511,-155.105,EXECUTION,2025-09-10
USD,-1.0188,C,-381.0022,89.979,EXECUTION,2025-10-13
USD,-0.0188,C,-380.0022,91.979,EXECUTION,2025-10-13
USD,-1.0376,C,-761.0044,181.958,EXECUTION,2025-10-13
USD,-1.76392,C,-1341.12248,268.7136,EXECUTION,2025-10-13
USD,-0.295716,C,-224.866254,45.01803,EXECUTION,2025-10-13
USD,-0.5188,C,-393.4822,79.999,EXECUTION,2025-10-13
USD,-1.670536,C,-1267.077084,257.53238,EXECUTION,2025-10-13
USD,-1.130984,C,-857.834796,174.35422,EXECUTION,2025-10-13
USD,-0.5188,C,-393.5022,79.979,EXECUTION,2025-10-13
USD,-1.0188,C,-380.5022,92.479,EXECUTION,2025-10-13
USD,-1.5752,C,-1522.0088,372.416,EXECUTION,2025-10-13
USD,-0.83008,C,-631.20352,126.3664,EXECUTION,2025-10-13
USD,-0.5188,C,-394.5022,78.979,EXECUTION,2025-10-13
USD,-2.4643,C,-1873.88545,375.15025,EXECUTION,2025-10-13
USD,-4.1504,C,-3067.0226,720.827,EXECUTION,2025-10-13
USD,-0.5188,C,-394.5022,78.979,EXECUTION,2025-10-13
USD,-0.1297,C,-98.62555,19.74475,EXECUTION,2025-10-13
USD,-0.5188,C,-394.5022,78.979,EXECUTION,2025-10-13
USD,-0.3891,C,-295.61665,59.49425,EXECUTION,2025-10-13
USD,-0.741884,C,-562.468146,114.60997,EXECUTION,2025-10-13
USD,-0.5188,C,-393.5022,79.979,EXECUTION,2025-10-13
USD,-0.5188,C,-393.5022,79.979,EXECUTION,2025-10-13
USD,-0.5188,C,-393.5022,79.979,EXECUTION,2025-10-13
USD,-1.020868,C,-1825.842442,-9.79331,EXECUTION,2025-09-19
USD,-0.5926,C,-3288.5594,-15.152,EXECUTION,2025-09-19
USD,-1.005452,C,-547.520638,3.05391,EXECUTION,2025-08-07
USD,-0.1826,C,-3774.8594,28.958,EXECUTION,2025-08-07
USD,-0.098572,C,-358.625418,2.65601,EXECUTION,2025-08-07
USD,-1.0188,C,-1878.0022,85.979,EXECUTION,2025-08-13
USD,-0.454592,C,-3454.104048,155.52136,EXECUTION,2025-08-13
USD,-1.042788,C,-3948.649422,-30.19221,EXECUTION,2025-10-09
USD,-0.5188,C,-1964.5022,-15.021,EXECUTION,2025-10-09
USD,-1.0188,C,-1492.0022,13.979,EXECUTION,2025-08-06
USD,-0.0188,C,-1491.0022,15.979,EXECUTION,2025-08-06
USD,-0.02594,C,-74.57511,0.74895,EXECUTION,2025-08-06
USD,-0.75226,C,-2162.67819,21.71955,EXECUTION,2025-08-06
USD,-1.001316,C,-105.070154,3.05853,EXECUTION,2025-08-12
USD,-0.0726,C,-3000.9694,116.958,EXECUTION,2025-08-12
USD,-0.5188,C,-1500.3622,58.119,EXECUTION,2025-08-12
USD,-0.119324,C,-344.655506,13.79517,EXECUTION,2025-08-12
USD,-1.0188,C,-1953.5022,-32.521,EXECUTION,2025-09-17
USD,-0.241884,C,-2793.508146,-45.29003,EXECUTION,2025-09-17
USD,-1.012972,C,-6872.021863,-88.264835,EXECUTION,2025-09-15
USD,-1.0188,C,-862.2354,0.7458,EXECUTION,2025-09-10
USD,-0.0188,C,-861.2672,2.714,EXECUTION,2025-09-10
USD,-0.062256,C,-103.352064,0.26568,EXECUTION,2025-09-10
USD,-0.5188,C,-861.2672,2.214,EXECUTION,2025-09-10
USD,-0.5188,C,-861.2672,2.214,EXECUTION,2025-09-10
USD,-0.5188,C,-861.5022,1.979,EXECUTION,2025-09-10
USD,-0.5188,C,-861.5022,1.979,EXECUTION,2025-09-10
USD,-1.0188,C,-862.5022,11.479,EXECUTION,2025-09-11
USD,-0.5376,C,-1725.0044,24.458,EXECUTION,2025-09-11
USD,-0.7782,C,-1293.7533,17.9685,EXECUTION,2025-09-11
USD,-0.46692,C,-776.25198,10.7811,EXECUTION,2025-09-11
USD,-0.5188,C,-862.5022,11.979,EXECUTION,2025-09-11
USD,-1.182864,C,-5625.905016,107.11212,EXECUTION,2025-09-10
USD,-1.000154,C,95.563293,-4.276861,EXECUTION,2025-07-02
USD,-1.010528,C,-5874.281232,-115.69176,EXECUTION,2025-08-12
USD,-1.034028,C,-1027.178982,-9.18301,EXECUTION,2025-09-12
USD,-0.4238,C,-567.5022,-4.926,EXECUTION,2025-09-12
USD,-0.5188,C,-567.5022,-5.021,EXECUTION,2025-09-12
USD,-2.0752,C,-2269.5288,-19.604,EXECUTION,2025-09-12
USD,-0.347596,C,-380.226474,-3.36407,EXECUTION,2025-09-12
USD,-1.00376,C,-108.30044,-5.9042,EXECUTION,2025-10-07
USD,-2.736788,C,-3795.930422,-174.49721,EXECUTION,2025-10-07
USD,-1.5564,C,-1624.5066,-75.063,EXECUTION,2025-10-07
USD,-0.5188,C,-541.5022,-25.021,EXECUTION,2025-10-07
USD,-1.0376,C,-3441.0044,-38.042,EXECUTION,2025-09-02
USD,-0.3891,C,-1290.37665,-14.26575,EXECUTION,2025-09-02
USD,-1.4267,C,-3680.88105,13.69225,EXECUTION,2025-10-07
USD,-0.5188,C,-1338.5022,4.979,EXECUTION,2025-10-07
USD,-1.004512,C,-7459.960528,74.79496,EXECUTION,2025-11-04
USD,-0.998244,C,-98.540286,-3.85853,EXECUTION,2025-08-14
USD,-0.6256,C,-2272.4416,-65.0672,EXECUTION,2025-08-14
USD,-0.5188,C,-757.5022,-22.021,EXECUTION,2025-08-14
USD,-1.0376,C,-1515.0044,-44.042,EXECUTION,2025-08-14
USD,-0.420228,C,-613.576782,-17.83701,EXECUTION,2025-08-14
USD,-1.028952,C,-6348.883388,5.66766,EXECUTION,2025-08-08
USD,-1.003384,C,-5098.600396,-40.16378,EXECUTION,2025-07-22
USD,-1.003196,C,-5348.690374,-65.58357,EXECUTION,2025-08-26
USD,-1.0188,C,-3007.539834,19.441366,EXECUTION,2025-08-19
USD,-0.002068,C,-330.829382,2.24855,EXECUTION,2025-08-19
USD,-0.0141,C,-2255.654876,15.331024,EXECUTION,2025-08-19
USD,-1.0188,C,-2974.0022,170.979,EXECUTION,2025-08-26
USD,-0.023988,C,-3002.737222,174.69879,EXECUTION,2025-08-26
USD,-1.0188,C,-3265.5022,-20.521,EXECUTION,2025-09-16
USD,-0.00564,C,-979.65066,-5.8563,EXECUTION,2025-09-16
USD,-0.023536,C,-2351.161584,-14.06512,EXECUTION,2025-09-16
USD,-1.011092,C,-6296.891298,-48.62239,EXECUTION,2025-10-30
USD,-6.951,C,-515.388,-9.339,EXECUTION,2025-08-22
USD,-2.304,C,-171.711,-4.015,EXECUTION,2025-08-22
USD,-1.96455,C,-171.711,-3.62555,EXECUTION,2025-08-22
USD,-0.3588,C,-34.3422,-0.701,EXECUTION,2025-08-22
USD,-1.794,C,-171.711,-3.505,EXECUTION,2025-08-22
USD,-0.7176,C,-68.6844,-1.402,EXECUTION,2025-08-22
USD,-0.3588,C,-34.3932,-0.752,EXECUTION,2025-08-22
USD,-0.3588,C,-34.3932,-0.752,EXECUTION,2025-08-22
USD,-0.44405,C,-34.3932,-0.81725,EXECUTION,2025-08-22
USD,-0.443925,C,-34.3932,-0.827125,EXECUTION,2025-08-22
USD,-0.8881,C,-68.7864,-1.6345,EXECUTION,2025-08-22
USD,-39.65116,C,-2957.81348,-71.74464,EXECUTION,2025-08-22
USD,-2.2378224,C,-166.466403,-3.563425,EXECUTION,2025-08-22
USD,-1.795,C,-171.839301,-3.534301,EXECUTION,2025-08-22
USD,-1.795,C,-171.932498,-3.627498,EXECUTION,2025-08-22
USD,-2.27768,C,-172.106352,-3.784032,EXECUTION,2025-08-22
USD,-1.795,C,-172.055273,-3.750273,EXECUTION,2025-08-22
USD,-1.795,C,-171.972636,-3.667636,EXECUTION,2025-08-22
USD,-1.436,C,-137.502415,-2.858415,EXECUTION,2025-08-22
USD,-2.3118,C,-172.10732,-3.81912,EXECUTION,2025-08-22
USD,-1.795,C,-172.221,-3.916,EXECUTION,2025-08-22
USD,-1.0188,C,-426.0022,-8.021,EXECUTION,2025-09-18
USD,-0.0188,C,-425.078149,-6.096949,EXECUTION,2025-09-18
USD,-0.5188,C,-425.476884,-6.995684,EXECUTION,2025-09-18
USD,-0.5188,C,-425.476884,-6.995684,EXECUTION,2025-09-18
USD,-0.5188,C,-425.476884,-6.995684,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.5188,C,-425.5022,-7.021,EXECUTION,2025-09-18
USD,-0.435792,C,-357.421848,-5.05764,EXECUTION,2025-09-18
USD,-1.0188,C,-406.0022,44.979,EXECUTION,2025-09-22
USD,-0.0188,C,-405.3772,46.604,EXECUTION,2025-09-22
USD,-0.5188,C,-405.3772,47.104,EXECUTION,2025-09-22
USD,-0.5188,C,-405.3772,47.104,EXECUTION,2025-09-22
USD,-0.5188,C,-405.3772,47.104,EXECUTION,2025-09-22
USD,-0.5188,C,-405.5022,46.979,EXECUTION,2025-09-22
USD,-1.0376,C,-811.0044,91.958,EXECUTION,2025-09-22
USD,-0.5188,C,-405.5022,46.979,EXECUTION,2025-09-22
USD,-1.0376,C,-811.0044,93.958,EXECUTION,2025-09-22
USD,-0.5188,C,-405.5022,46.979,EXECUTION,2025-09-22
USD,-0.5188,C,-405.5022,46.979,EXECUTION,2025-09-22
USD,-0.49286,C,-385.22709,44.63005,EXECUTION,2025-09-22
USD,-1.00752,C,-6995.80088,-499.2084,EXECUTION,2025-09-08
USD,-1.110232,C,-6752.774708,-154.12494,EXECUTION,2025-08-01
USD,-1.0193,C,-3104.0286,-8.0479,EXECUTION,2025-08-04
USD,-0.081056,C,-3475.396064,-6.83712,EXECUTION,2025-08-04
USD,-1.011656,C,-5705.621364,135.00698,EXECUTION,2025-08-20
USD,-1.0188,C,-4204.71142,72.26978,EXECUTION,2025-10-20
USD,-0.007708,C,-1723.931682,30.04061,EXECUTION,2025-10-20
USD,-1.027824,C,-5320.643256,-63.23108,EXECUTION,2025-08-06
USD,-1.000564,C,-6061.540066,-418.67063,EXECUTION,2025-08-04
USD,-1.000564,C,-5570.110066,107.82937,EXECUTION,2025-08-13
USD,-1.015792,C,-3099.601848,-67.37764,EXECUTION,2025-07-28
USD,-0.0188,C,-3689.1622,-78.181,EXECUTION,2025-07-28
USD,-0.001128,C,-221.340132,-4.68126,EXECUTION,2025-07-28
USD,-1.02914,C,-4806.00341,-37.68255,EXECUTION,2025-10-31
USD,-1.19324,C,-7101.25506,-25.3483,EXECUTION,2025-10-31
USD,-1.0188,C,-3460.0022,-11.021,EXECUTION,2025-09-08
USD,-0.014852,C,-2732.611738,-7.12659,EXECUTION,2025-09-08
USD,-1.0376,C,-1696.0044,82.958,EXECUTION,2025-10-07
USD,-1.966252,C,-3214.243338,156.89041,EXECUTION,2025-10-07
USD,-1.013912,C,-4981.941628,52.74446,EXECUTION,2025-10-22
USD,-1.5564,C,-2149.5066,194.937,EXECUTION,2025-08-14
USD,-0.513612,C,-709.337178,64.32921,EXECUTION,2025-08-14
USD,-1.0376,C,-1433.0044,129.958,EXECUTION,2025-08-14
USD,-0.020752,C,-28.660088,2.63916,EXECUTION,2025-08-14
USD,-0.02594,C,-35.82511,3.24895,EXECUTION,2025-08-14
USD,-0.498048,C,-687.842112,63.33984,EXECUTION,2025-08-14
USD,-0.5193,C,-716.5022,64.9785,EXECUTION,2025-08-14
USD,-0.5188,C,-716.5022,65.979,EXECUTION,2025-08-14
USD,-1.020492,C,-5236.272398,-66.33289,EXECUTION,2025-08-07
USD,-1.5564,C,-853.5066,50.937,EXECUTION,2025-07-24
USD,-0.5188,C,-284.5022,16.979,EXECUTION,2025-07-24
USD,-1.0376,C,-569.0044,33.958,EXECUTION,2025-07-24
USD,-0.5188,C,-284.5022,16.979,EXECUTION,2025-07-24
USD,-1.0376,C,-569.0044,33.958,EXECUTION,2025-07-24
USD,-0.5188,C,-284.5022,16.979,EXECUTION,2025-07-24
USD,-0.5188,C,-284.5022,16.979,EXECUTION,2025-07-24
USD,-0.5188,C,-284.5022,16.979,EXECUTION,2025-07-24
USD,-0.5188,C,-284.5022,16.979,EXECUTION,2025-07-24
USD,-1.0376,C,-569.0044,33.958,EXECUTION,2025-07-24
USD,-0.5188,C,-284.5022,16.979,EXECUTION,2025-07-24
USD,-0.5188,C,-284.5022,16.979,EXECUTION,2025-07-24
USD,-1.0376,C,-567.0044,35.958,EXECUTION,2025-07-24
USD,-0.5188,C,-283.5022,17.979,EXECUTION,2025-07-24
USD,-0.5188,C,-283.5022,17.979,EXECUTION,2025-07-24
USD,-0.5188,C,-283.5022,17.979,EXECUTION,2025-07-24
USD,-0.05188,C,-28.35022,1.7979,EXECUTION,2025-07-24
USD,-1.01034,C,-2380.95121,56.18845,EXECUTION,2025-08-06
USD,-0.0188,C,-4327.902475,105.078725,EXECUTION,2025-08-06
USD,-1.0188,C,-2900.520335,27.460865,EXECUTION,2025-08-18
USD,-0.017484,C,-2697.483911,26.468605,EXECUTION,2025-08-18
USD,-1.0188,C,-108.5022,-4.521,EXECUTION,2025-08-28
USD,-0.0188,C,-108.5022,-3.521,EXECUTION,2025-08-28
USD,-1.0376,C,-217.0044,-8.042,EXECUTION,2025-08-28
USD,-1.0376,C,-217.0044,-8.042,EXECUTION,2025-08-28
USD,-0.5188,C,-108.5022,-3.021,EXECUTION,2025-08-28
USD,-1.0188,C,-108.5022,-3.521,EXECUTION,2025-08-28
USD,-0.0188,C,-108.5022,-2.521,EXECUTION,2025-08-28
USD,-0.5188,C,-108.5022,-3.021,EXECUTION,2025-08-28
USD,-3.6316,C,-759.5154,-28.147,EXECUTION,2025-08-28
USD,-2.0752,C,-434.0088,-16.084,EXECUTION,2025-08-28
USD,-0.948888,C,89.997996,-4.630892,EXECUTION,2025-07-02
USD,-1.010716,C,-2071.951254,51.42803,EXECUTION,2025-08-26
USD,-0.008084,C,-1563.050946,39.55097,EXECUTION,2025-08-26
USD,-0.010716,C,-2071.381254,52.99803,EXECUTION,2025-08-26
USD,-1.028012,C,-5435.033278,-180.83129,EXECUTION,2025-09-15
USD,-1.0188,C,-5101.0022,-91.021,EXECUTION,2025-08-19
USD,-0.00094,C,-255.35011,-4.80105,EXECUTION,2025-08-19
USD,-1.018612,C,-5066.832178,177.16921,EXECUTION,2025-08-28
USD,-1.0188,C,-5301.0022,-30.021,EXECUTION,2025-09-02
USD,-0.003008,C,-848.000352,-4.48336,EXECUTION,2025-09-02
USD,-1.01974,C,-5272.957482,-49.177222,EXECUTION,2025-09-26
USD,-1.002068,C,-552.40507,-21.887138,EXECUTION,2025-09-30
USD,-1.000308,C,91.986286,-8.414022,EXECUTION,2025-07-02
USD,-1.0376,C,-1359.0044,37.958,EXECUTION,2025-08-21
USD,-1.5564,C,-2038.5066,56.937,EXECUTION,2025-08-21
USD,-1.032412,C,-1352.209378,37.76821,EXECUTION,2025-08-21
USD,-0.5188,C,-679.5022,18.979,EXECUTION,2025-08-21
USD,-0.005188,C,-6.795022,0.18979,EXECUTION,2025-08-21
USD,-2.116704,C,-3066.128976,-20.48568,EXECUTION,2025-08-29
USD,-0.964968,C,-1397.794092,-9.33906,EXECUTION,2025-08-29
USD,-1.0376,C,-1503.0044,-10.042,EXECUTION,2025-08-29
USD,-1.0188,C,-201.5022,38.479,EXECUTION,2025-08-26
USD,-0.0188,C,-201.5022,39.479,EXECUTION,2025-08-26
USD,-0.108948,C,-42.315462,8.18559,EXECUTION,2025-08-26
USD,-2.0752,C,-806.0088,155.916,EXECUTION,2025-08-26
USD,-7.382524,C,-2867.376306,554.67117,EXECUTION,2025-08-26
USD,-0.788576,C,-306.283344,59.24808,EXECUTION,2025-08-26
USD,-3.1128,C,-1209.0132,233.874,EXECUTION,2025-08-26
USD,-1.0376,C,-569.0044,-2.042,EXECUTION,2025-08-22
USD,-2.594,C,-1421.511,-4.105,EXECUTION,2025-08-22
USD,-5.125744,C,-2805.001736,-4.20748,EXECUTION,2025-08-22
USD,-0.5188,C,-283.5022,-0.021,EXECUTION,2025-08-22
USD,-1.0188,C,-942.5022,-1.521,EXECUTION,2025-07-17
USD,-2.036932,C,-4608.835758,-4.49269,EXECUTION,2025-07-17
USD,-7.782,C,-2647.533,-165.315,EXECUTION,2025-09-24
USD,-1.0376,C,-353.0044,-22.042,EXECUTION,2025-09-24
USD,-11.896084,C,-4047.195446,-252.71153,EXECUTION,2025-09-24
USD,-0.5188,C,-176.5022,-11.021,EXECUTION,2025-09-24
USD,-0.041504,C,-14.120176,-0.88168,EXECUTION,2025-09-24
USD,-1.5564,C,-1057.5066,-45.063,EXECUTION,2025-08-15
USD,-0.5188,C,-352.5022,-15.021,EXECUTION,2025-08-15
USD,-2.594,C,-1762.511,-75.105,EXECUTION,2025-08-15
USD,-0.5188,C,-352.5022,-15.021,EXECUTION,2025-08-15
USD,-0.5188,C,-352.5022,-16.021,EXECUTION,2025-08-15
USD,-0.5188,C,-352.5022,-16.021,EXECUTION,2025-08-15
USD,-0.5188,C,-352.5022,-16.021,EXECUTION,2025-08-15
USD,-1.003196,C,-4590.660374,-33.45357,EXECUTION,2025-09-08
USD,-1.0188,C,-869.5022,0.479,EXECUTION,2025-08-07
USD,-1.844976,C,-3930.149944,4.92508,EXECUTION,2025-08-07
USD,-1.0188,C,-1564.0022,47.979,EXECUTION,2025-08-22
USD,-0.0188,C,-1563.0022,49.979,EXECUTION,2025-08-22
USD,-1.0376,C,-3127.0044,97.958,EXECUTION,2025-08-22
USD,-0.451356,C,-1360.246914,42.61173,EXECUTION,2025-08-22
USD,-1.0376,C,-283.0044,-18.042,EXECUTION,2025-08-15
USD,-0.5188,C,-141.5022,-9.021,EXECUTION,2025-08-15
USD,-5.188,C,-1415.022,-90.21,EXECUTION,2025-08-15
USD,-0.5188,C,-141.5022,-9.021,EXECUTION,2025-08-15
USD,-1.0376,C,-283.0044,-18.042,EXECUTION,2025-08-15
USD,-0.5188,C,-141.5022,-9.021,EXECUTION,2025-08-15
USD,-1.0376,C,-283.0044,-18.042,EXECUTION,2025-08-15
USD,-1.0376,C,-283.0044,-18.042,EXECUTION,2025-08-15
USD,-1.0376,C,-283.0044,-18.042,EXECUTION,2025-08-15
USD,-5.649732,C,-1540.958958,-98.23869,EXECUTION,2025-08-15
USD,-1.0193,C,-6136.0022,-90.0215,EXECUTION,2025-07-11
USD,-0.000564,C,-184.050066,-2.64063,EXECUTION,2025-07-11
USD,-1.00564,C,-4786.30066,186.6937,EXECUTION,2025-08-14
USD,-1.0188,C,-665.0022,4.979,EXECUTION,2025-10-02
USD,-1.0564,C,-1996.0066,15.937,EXECUTION,2025-10-02
USD,-0.5188,C,-665.5022,4.979,EXECUTION,2025-10-02
USD,-0.5188,C,-665.5022,4.979,EXECUTION,2025-10-02
USD,-0.108948,C,-139.755462,1.04559,EXECUTION,2025-10-02
USD,-0.005188,C,-6.655022,0.03979,EXECUTION,2025-10-02
USD,-0.5188,C,-665.5022,4.979,EXECUTION,2025-10-02
USD,-1.0376,C,-3587.0044,129.958,EXECUTION,2025-11-03
USD,-0.394288,C,-1363.061672,49.38404,EXECUTION,2025-11-03
USD,-0.865354,C,80.317384,-7.06797,EXECUTION,2025-07-02
USD,-1.566776,C,-5739.516644,-335.28342,EXECUTION,2025-07-09
USD,-1.002068,C,-186.670242,13.84769,EXECUTION,2025-11-03
USD,-0.0926,C,-3393.0106,270.8968,EXECUTION,2025-11-03
USD,-0.373536,C,-1221.420384,97.24608,EXECUTION,2025-11-03
USD,-1.029892,C,-5030.323498,88.44661,EXECUTION,2025-07-21
USD,-1.016732,C,-5591.981958,386.02131,EXECUTION,2025-11-04
USD,-1.0188,C,-1947.0022,30.979,EXECUTION,2025-07-22
USD,-0.0188,C,-1946.06595,32.91525,EXECUTION,2025-07-22
USD,-0.44098,C,-1654.46312,27.2459,EXECUTION,2025-07-22
USD,-1.32294,C,-4832.68061,-98.65355,EXECUTION,2025-08-04
USD,-1.0376,C,-3687.0044,61.958,EXECUTION,2025-08-05
USD,-0.80414,C,-2857.42841,49.56745,EXECUTION,2025-08-05
USD,-1.0188,C,-1036.0022,21.979,EXECUTION,2025-08-22
USD,-0.5376,C,-2070.5044,46.958,EXECUTION,2025-08-22
USD,-0.5188,C,-1035.5022,22.979,EXECUTION,2025-08-22
USD,-0.5188,C,-1035.5022,21.979,EXECUTION,2025-08-22
USD,-0.5188,C,-1035.5022,22.979,EXECUTION,2025-08-22
USD,-0.2594,C,-517.7511,11.4895,EXECUTION,2025-08-22
USD,-1.010716,C,-609.046254,11.81303,EXECUTION,2025-10-22
USD,-1.879,C,-5342.511,110.61,EXECUTION,2025-10-22
USD,-1.0188,C,-490.0022,-1.021,EXECUTION,2025-08-15
USD,-0.0188,C,-489.0022,0.979,EXECUTION,2025-08-15
USD,-0.5188,C,-489.5022,-0.021,EXECUTION,2025-08-15
USD,-0.5188,C,-489.5022,-0.021,EXECUTION,2025-08-15
USD,-2.0752,C,-1958.0088,-0.084,EXECUTION,2025-08-15
USD,-0.5188,C,-489.5022,-0.021,EXECUTION,2025-08-15
USD,-0.5188,C,-489.5022,-0.021,EXECUTION,2025-08-15
USD,-0.5188,C,-489.5022,-0.021,EXECUTION,2025-08-15
USD,-0.07782,C,-73.42533,-0.00315,EXECUTION,2025-08-15
USD,-1.01316,C,-446.25154,14.7353,EXECUTION,2025-09-22
USD,-1.4252,C,-2550.0088,88.566,EXECUTION,2025-09-22
USD,-1.5564,C,-1912.5066,65.937,EXECUTION,2025-09-22
USD,-1.0188,C,-633.5022,-14.521,EXECUTION,2025-10-14
USD,-0.0188,C,-633.5022,-13.521,EXECUTION,2025-10-14
USD,-0.5188,C,-633.5022,-14.021,EXECUTION,2025-10-14
USD,-0.5188,C,-633.5022,-14.021,EXECUTION,2025-10-14
USD,-0.5188,C,-633.5022,-14.021,EXECUTION,2025-10-14
USD,-1.0376,C,-1267.0044,-28.042,EXECUTION,2025-10-14
USD,-0.498048,C,-608.162112,-13.46016,EXECUTION,2025-10-14
USD,-1.0188,C,-1539.0022,49.979,EXECUTION,2025-08-26
USD,-0.0188,C,-1538.0022,46.979,EXECUTION,2025-08-26
USD,-0.5188,C,-1538.5022,50.979,EXECUTION,2025-08-26
USD,-1.0188,C,-89.8922,-6.771,EXECUTION,2025-08-01
USD,-1.047976,C,-8218.374444,1.97758,EXECUTION,2025-08-14
USD,-1.018424,C,-3987.622156,-0.04058,EXECUTION,2025-08-14
USD,-0.007144,C,-1545.860836,0.73202,EXECUTION,2025-08-14
USD,-1.0188,C,-3935.0022,160.979,EXECUTION,2025-08-26
USD,-0.055116,C,-4209.417354,174.31753,EXECUTION,2025-08-26
USD,-1.031584,C,-5471.083696,-55.79528,EXECUTION,2025-09-02
USD,-1.001692,C,-5829.660198,64.33811,EXECUTION,2025-08-13
USD,-1.001692,C,-5832.340198,498.15811,EXECUTION,2025-08-15
USD,-1.001692,C,-6285.250198,13.74811,EXECUTION,2025-08-18
USD,-1.014475,C,-2230.00165,45.233875,EXECUTION,2025-08-12
USD,-0.0188,C,-2972.1897,62.7915,EXECUTION,2025-08-12
USD,-0.3938,C,-2972.1897,62.4165,EXECUTION,2025-08-12
USD,-1.01316,C,-2081.40154,42.0853,EXECUTION,2025-08-12
USD,-0.0188,C,-2972.0022,62.979,EXECUTION,2025-08-12
USD,-0.3688,C,-2972.3522,62.279,EXECUTION,2025-08-12
USD,-1.0376,C,-2079.0049,-50.0425,EXECUTION,2025-08-15
USD,-0.5188,C,-1039.5022,-25.021,EXECUTION,2025-08-15
USD,-0.108948,C,-218.295462,-5.25441,EXECUTION,2025-08-15
USD,-0.326844,C,-654.886386,-15.76323,EXECUTION,2025-08-15
USD,-0.5188,C,-1039.5022,-25.021,EXECUTION,2025-08-15
USD,-1.27106,C,-7138.08039,315.99855,EXECUTION,2025-08-05
USD,-1.035344,C,-5680.484136,-18.95948,EXECUTION,2025-08-07
USD,-1.0188,C,-3260.0022,-14.021,EXECUTION,2025-08-28
USD,-0.01222,C,-2118.35143,-11.71365,EXECUTION,2025-08-28
USD,-1.0188,C,-3224.623318,-21.642118,EXECUTION,2025-09-22
USD,-0.011468,C,-1967.020224,-12.591692,EXECUTION,2025-09-22
USD,-1.0188,C,-1177.0022,171.979,EXECUTION,2025-10-09
USD,-0.0188,C,-1200.0022,149.979,EXECUTION,2025-10-09
USD,-0.5188,C,-1216.5022,132.979,EXECUTION,2025-10-09
USD,-1.00376,C,-330.30044,-0.9042,EXECUTION,2025-08-22
USD,-0.0188,C,-1651.5022,0.479,EXECUTION,2025-08-22
USD,-0.1188,C,-1651.5022,0.379,EXECUTION,2025-08-22
USD,-0.02594,C,-82.57511,-0.00105,EXECUTION,2025-08-22
USD,-0.5188,C,-1651.5022,-0.021,EXECUTION,2025-08-22
USD,-3.1128,C,-1839.0132,-156.126,EXECUTION,2025-08-12
USD,-0.5188,C,-306.5022,-26.021,EXECUTION,2025-08-12
USD,-3.1128,C,-1839.0132,-156.126,EXECUTION,2025-08-12
