CurrencyPrimary,IBCommission,Open/CloseIndicator,CostBasis,FifoPnlRealized,LevelOfDetail,trade_date
USD,-0.5188,C,-306.5022,-26.021,EXECUTION,2025-08-12
USD,-5.281384,C,-3120.192396,-264.89378,EXECUTION,2025-08-12
USD,-0.20752,C,-122.60088,-10.4084,EXECUTION,2025-08-12
USD,-1.0188,C,-280.5022,20.479,EXECUTION,2025-08-13
USD,-1.466252,C,-1063.103338,80.01041,EXECUTION,2025-08-13
USD,-1.0376,C,-561.0044,41.958,EXECUTION,2025-08-13
USD,-1.665348,C,-900.412062,67.34259,EXECUTION,2025-08-13
USD,-0.5188,C,-280.5022,20.979,EXECUTION,2025-08-13
USD,-2.0752,C,-1122.0088,83.916,EXECUTION,2025-08-13
USD,-0.5188,C,-280.5022,20.979,EXECUTION,2025-08-13
USD,-1.364444,C,-737.720786,55.17477,EXECUTION,2025-08-13
USD,-0.5188,C,-280.5022,20.979,EXECUTION,2025-08-13
USD,-2.679588,C,-1447.391352,108.24906,EXECUTION,2025-08-13
USD,-1.53046,C,-933.68149,8.78805,EXECUTION,2025-08-21
USD,-6.7444,C,-4114.5286,38.727,EXECUTION,2025-08-21
USD,-2.0752,C,-1266.0088,11.916,EXECUTION,2025-08-21
USD,-0.072632,C,-44.310308,0.41706,EXECUTION,2025-08-21
USD,-2.25678,C,-4177.83457,156.85865,EXECUTION,2025-09-29
USD,-1.0376,C,-1919.0044,73.958,EXECUTION,2025-09-29
USD,-0.046692,C,-86.355198,3.32811,EXECUTION,2025-09-29
USD,-1.030832,C,-257.083608,27.24556,EXECUTION,2025-08-26
USD,-0.3388,C,-156.3772,17.284,EXECUTION,2025-08-26
USD,-0.5188,C,-156.3772,17.104,EXECUTION,2025-08-26
USD,-0.5188,C,-156.3772,17.104,EXECUTION,2025-08-26
USD,-1.0376,C,-312.9594,34.003,EXECUTION,2025-08-26
USD,-9.8572,C,-2973.5423,322.6005,EXECUTION,2025-08-26
USD,-1.5564,C,-469.5066,50.937,EXECUTION,2025-08-26
USD,-5.188,C,-1565.022,169.79,EXECUTION,2025-08-26
USD,-0.5188,C,-156.5022,16.979,EXECUTION,2025-08-26
USD,-0.5188,C,-156.5022,16.979,EXECUTION,2025-08-26
USD,-0.5188,C,-156.5022,16.979,EXECUTION,2025-08-26
USD,-1.0376,C,-3403.0044,-2.042,EXECUTION,2025-09-10
USD,-0.5188,C,-1701.5022,-0.021,EXECUTION,2025-09-10
USD,-0.005188,C,-17.015022,-0.02021,EXECUTION,2025-09-10
USD,-1.0188,C,-971.0022,89.979,EXECUTION,2025-10-13
USD,-0.012032,C,-621.014741,58.653227,EXECUTION,2025-10-13
USD,-0.8576,C,-1940.777733,182.364667,EXECUTION,2025-10-13
USD,-0.5188,C,-970.5022,91.979,EXECUTION,2025-10-13
USD,-0.5188,C,-970.5022,90.979,EXECUTION,2025-10-13
USD,-0.5188,C,-970.335533,91.145667,EXECUTION,2025-10-13
USD,-1.012784,C,-2514.292171,89.095045,EXECUTION,2025-09-11
USD,-0.0188,C,-3696.0197,133.9615,EXECUTION,2025-09-11
USD,-0.042332,C,-1441.447683,52.209985,EXECUTION,2025-09-11
USD,-1.0188,C,-2205.0598,-45.0786,EXECUTION,2025-09-10
USD,-0.0188,C,-2204.0922,-43.111,EXECUTION,2025-09-10
USD,-0.186768,C,-793.473192,-16.05996,EXECUTION,2025-09-10
USD,-1.008272,C,-6888.760968,-64.92924,EXECUTION,2025-08-11
USD,-1.01598,C,-2352.411329,-60.977309,EXECUTION,2025-08-01
USD,-0.0188,C,-2767.542741,-70.561541,EXECUTION,2025-08-01
USD,-1.03666,C,-5786.65429,-175.59095,EXECUTION,2025-10-30
USD,-1.001692,C,-5035.960198,69.00811,EXECUTION,2025-07-31
USD,-1.00188,C,-4979.90035,21.69777,EXECUTION,2025-07-09
USD,-1.0376,C,-581.0044,13.958,EXECUTION,2025-08-26
USD,-1.5564,C,-871.5066,20.937,EXECUTION,2025-08-26
USD,-1.025004,C,-5013.772926,-112.41793,EXECUTION,2025-09-02
USD,-1.003384,C,-6786.460396,26.25622,EXECUTION,2025-08-11
USD,-1.0188,C,-2473.0526,78.9286,EXECUTION,2025-07-10
USD,-0.0188,C,-2472.0722,80.909,EXECUTION,2025-07-10
USD,-0.176392,C,-840.530348,27.31326,EXECUTION,2025-07-10
USD,-20.352524,C,-4489.691306,-312.43383,EXECUTION,2025-08-28
USD,-4.549876,C,-1000.514294,-66.67417,EXECUTION,2025-08-28
USD,-2.713324,C,-593.616506,-36.71983,EXECUTION,2025-08-28
USD,-1.0376,C,-3739.0044,-178.042,EXECUTION,2025-07-30
USD,-0.5188,C,-1868.5022,-90.021,EXECUTION,2025-07-30
USD,-0.036316,C,-130.795154,-6.30147,EXECUTION,2025-07-30
USD,-1.0188,C,-1797.0022,26.979,EXECUTION,2025-08-14
USD,-0.5376,C,-3592.5044,56.958,EXECUTION,2025-08-14
USD,-0.145264,C,-503.020616,7.83412,EXECUTION,2025-08-14
USD,-0.010376,C,-35.930044,0.55958,EXECUTION,2025-08-14
USD,-1.0188,C,-1858.5022,-10.521,EXECUTION,2025-09-17
USD,-0.00188,C,-185.85022,-0.2521,EXECUTION,2025-09-17
USD,-0.000188,C,-18.585022,-0.06521,EXECUTION,2025-09-17
USD,-0.0738,C,-1858.5022,-2.576,EXECUTION,2025-09-17
USD,-0.5188,C,-1858.5022,-3.021,EXECUTION,2025-09-17
USD,-1.0376,C,-3665.0044,-44.042,EXECUTION,2025-10-31
USD,-0.223084,C,-787.975946,-9.46903,EXECUTION,2025-10-31
USD,-0.409852,C,-1447.676738,-17.39659,EXECUTION,2025-10-31
USD,-1.0188,C,-2787.0022,500.979,EXECUTION,2025-07-18
USD,-0.0188,C,-2786.0022,503.979,EXECUTION,2025-07-18
USD,-0.119324,C,-640.895506,115.68517,EXECUTION,2025-07-18
USD,-1.0188,C,-2762.551651,221.429549,EXECUTION,2025-07-23
USD,-0.015416,C,-2265.292353,182.392231,EXECUTION,2025-07-23
USD,-1.0188,C,-581.5022,-6.521,EXECUTION,2025-08-11
USD,-0.5376,C,-1163.0044,-11.542,EXECUTION,2025-08-11
USD,-0.5188,C,-581.5022,-6.021,EXECUTION,2025-08-11
USD,-0.5188,C,-581.5022,-6.021,EXECUTION,2025-08-11
USD,-2.874152,C,-3221.522188,-33.35634,EXECUTION,2025-08-11
USD,-0.114136,C,-127.930484,-1.32462,EXECUTION,2025-08-11
USD,-1.0188,C,-677.5022,18.479,EXECUTION,2025-09-23
USD,-2.094,C,-3387.511,95.395,EXECUTION,2025-09-23
USD,-0.264588,C,-345.526122,9.67929,EXECUTION,2025-09-23
USD,-0.5188,C,-677.5022,18.979,EXECUTION,2025-09-23
USD,-1.011092,C,-249.276298,16.39261,EXECUTION,2025-07-07
USD,-4.483,C,-4225.022,290.495,EXECUTION,2025-07-07
USD,-1.37482,C,-4951.53083,-87.50565,EXECUTION,2025-07-31
USD,-2.0752,C,-1442.0088,-8.084,EXECUTION,2025-07-10
USD,-0.5188,C,-360.5022,-2.021,EXECUTION,2025-07-10
USD,-0.5188,C,-360.5022,-3.021,EXECUTION,2025-07-10
USD,-1.5564,C,-1079.5066,-7.063,EXECUTION,2025-07-10
USD,-0.5188,C,-360.5022,-2.021,EXECUTION,2025-07-10
USD,-0.5188,C,-360.5022,-2.021,EXECUTION,2025-07-10
USD,-1.5564,C,-1081.5066,-9.063,EXECUTION,2025-07-10
USD,-0.5188,C,-360.5022,-3.021,EXECUTION,2025-07-10
USD,-0.5188,C,-360.5022,-2.021,EXECUTION,2025-07-10
USD,-0.326844,C,-229.636386,-4.42323,EXECUTION,2025-07-10
USD,-1.0376,C,-765.0044,5.958,EXECUTION,2025-07-17
USD,-0.5188,C,-382.5022,1.979,EXECUTION,2025-07-17
USD,-1.5564,C,-1141.5066,14.937,EXECUTION,2025-07-17
USD,-1.0376,C,-761.0044,169.958,EXECUTION,2025-09-12
USD,-0.5188,C,-380.5022,86.979,EXECUTION,2025-09-12
USD,-0.5188,C,-383.5022,81.979,EXECUTION,2025-09-12
USD,-1.0376,C,-767.0044,163.958,EXECUTION,2025-09-12
USD,-0.5188,C,-383.5022,83.979,EXECUTION,2025-09-12
USD,-0.124512,C,-92.040528,20.39496,EXECUTION,2025-09-12
USD,-1.177676,C,-2657.039994,-54.52767,EXECUTION,2025-08-11
USD,-1.0376,C,-2341.0044,-48.042,EXECUTION,2025-08-11
USD,-1.0376,C,-291.007,7.9554,EXECUTION,2025-07-02
USD,-2.0752,C,-582.014,15.9108,EXECUTION,2025-07-02
USD,-1.5564,C,-436.5105,11.9331,EXECUTION,2025-07-02
USD,-1.0188,C,-458.5022,1.479,EXECUTION,2025-07-15
USD,-1.0564,C,-1375.5066,6.437,EXECUTION,2025-07-15
USD,-1.5564,C,-1375.5066,5.937,EXECUTION,2025-07-15
USD,-2.381292,C,-2104.525098,9.08361,EXECUTION,2025-07-15
USD,-1.017108,C,-1155.703185,133.659707,EXECUTION,2025-07-02
USD,-1.5564,C,-799.5066,-24.063,EXECUTION,2025-08-07
USD,-0.5188,C,-266.5022,-8.021,EXECUTION,2025-08-07
USD,-0.5188,C,-266.5022,-8.021,EXECUTION,2025-08-07
USD,-1.5564,C,-799.5066,-24.063,EXECUTION,2025-08-07
USD,-0.5188,C,-266.5022,-8.021,EXECUTION,2025-08-07
USD,-0.5188,C,-266.5022,-8.021,EXECUTION,2025-08-07
USD,-3.1128,C,-1599.0132,-48.126,EXECUTION,2025-08-07
USD,-2.0752,C,-1066.0088,-32.084,EXECUTION,2025-08-07
USD,-0.5188,C,-266.5027,-8.0215,EXECUTION,2025-08-07
USD,-1.5564,C,-733.5066,-36.063,EXECUTION,2025-09-24
USD,-0.5188,C,-244.5022,-12.021,EXECUTION,2025-09-24
USD,-1.0376,C,-489.0044,-24.042,EXECUTION,2025-09-24
USD,-1.5564,C,-733.5066,-36.063,EXECUTION,2025-09-24
USD,-0.5188,C,-244.5022,-12.021,EXECUTION,2025-09-24
USD,-1.0376,C,-489.0044,-24.042,EXECUTION,2025-09-24
USD,-0.5188,C,-244.5022,-12.021,EXECUTION,2025-09-24
USD,-0.5188,C,-244.5022,-12.021,EXECUTION,2025-09-24
USD,-2.594,C,-1222.511,-50.105,EXECUTION,2025-09-24
USD,-0.5188,C,-244.5022,-12.021,EXECUTION,2025-09-24
USD,-0.176392,C,-83.130748,-3.40714,EXECUTION,2025-09-24
USD,-1.5564,C,-733.5066,-36.063,EXECUTION,2025-09-24
USD,-0.5188,C,-244.5022,-10.021,EXECUTION,2025-09-24
USD,-1.5564,C,-736.7566,170.687,EXECUTION,2025-09-19
USD,-0.5188,C,-245.3772,57.104,EXECUTION,2025-09-19
USD,-0.5188,C,-245.3772,60.104,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,58.979,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,56.979,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,58.979,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,61.979,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,61.979,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,56.979,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,61.979,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,61.979,EXECUTION,2025-09-19
USD,-0.5188,C,-244.5022,57.979,EXECUTION,2025-09-19
USD,-0.5188,C,-244.5022,59.979,EXECUTION,2025-09-19
USD,-0.5188,C,-244.7022,62.779,EXECUTION,2025-09-19
USD,-2.0752,C,-982.0088,227.916,EXECUTION,2025-09-19
USD,-1.0376,C,-491.0044,113.958,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,56.979,EXECUTION,2025-09-19
USD,-1.0376,C,-491.0044,113.958,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,56.979,EXECUTION,2025-09-19
USD,-0.5188,C,-245.5022,56.979,EXECUTION,2025-09-19
USD,-0.5188,C,-244.7022,57.779,EXECUTION,2025-09-19
USD,-0.5188,C,-245.3022,57.179,EXECUTION,2025-09-19
USD,-1.5066,C,922.4436,26.937,EXECUTION,2025-09-22
USD,-1.5066,C,922.4436,26.937,EXECUTION,2025-09-22
USD,-0.5022,C,307.4812,8.979,EXECUTION,2025-09-22
USD,-1.5066,C,922.4436,26.937,EXECUTION,2025-09-22
USD,-2.0088,C,1229.9248,35.916,EXECUTION,2025-09-22
USD,-0.5022,C,307.4812,8.979,EXECUTION,2025-09-22
USD,-1.5066,C,922.4436,29.937,EXECUTION,2025-09-22
USD,-1.888272,C,1153.929312,35.32104,EXECUTION,2025-09-22
USD,-1.035908,C,-2568.044202,-0.13011,EXECUTION,2025-09-19
USD,-0.4738,C,-1344.4572,0.069,EXECUTION,2025-09-19
USD,-0.5188,C,-1344.5022,-0.021,EXECUTION,2025-09-19
USD,-1.0188,C,-1085.0022,57.979,EXECUTION,2025-07-10
USD,-0.0188,C,-1084.0022,59.979,EXECUTION,2025-07-10
USD,-1.0376,C,-2169.0044,115.958,EXECUTION,2025-07-10
USD,-0.2594,C,-542.2511,28.9895,EXECUTION,2025-07-10
USD,-1.0188,C,-650.5022,-7.521,EXECUTION,2025-07-22
USD,-0.0188,C,-650.5022,-5.521,EXECUTION,2025-07-22
USD,-0.5188,C,-650.5022,-6.021,EXECUTION,2025-07-22
USD,-0.5188,C,-650.5022,-6.021,EXECUTION,2025-07-22
USD,-0.5188,C,-650.5022,-6.021,EXECUTION,2025-07-22
USD,-0.5188,C,-650.5022,-6.021,EXECUTION,2025-07-22
USD,-0.477296,C,-598.462024,-5.53932,EXECUTION,2025-07-22
USD,-0.5188,C,-650.5022,-6.021,EXECUTION,2025-07-22
USD,-3.1128,C,-1401.0132,-0.126,EXECUTION,2025-08-22
USD,-1.5564,C,-700.5066,-0.063,EXECUTION,2025-08-22
USD,-1.5564,C,-700.5066,-0.063,EXECUTION,2025-08-22
USD,-1.5564,C,-700.5066,-0.063,EXECUTION,2025-08-22
USD,-1.5564,C,-700.5066,-0.063,EXECUTION,2025-08-22
USD,-0.638124,C,-287.207706,-0.02583,EXECUTION,2025-08-22
USD,-0.5188,C,-233.5022,-0.021,EXECUTION,2025-08-22
USD,-0.5188,C,-233.5022,-0.021,EXECUTION,2025-08-22
USD,-0.534364,C,-240.507266,-0.02163,EXECUTION,2025-08-22
USD,-1.005452,C,-6903.000638,-222.98609,EXECUTION,2025-07-14
USD,-1.003384,C,-235.080396,16.63622,EXECUTION,2025-08-13
USD,-0.0188,C,-1305.8222,98.159,EXECUTION,2025-08-13
USD,-0.1088,C,-1305.1722,98.719,EXECUTION,2025-08-13
USD,-0.5188,C,-1305.4222,98.059,EXECUTION,2025-08-13
USD,-0.2594,C,-652.7511,48.9895,EXECUTION,2025-08-13
USD,-1.032524,C,-5106.233806,-240.77633,EXECUTION,2025-08-01
USD,-1.020492,C,-351.982398,27.40711,EXECUTION,2025-07-22
USD,-0.017108,C,-293.022002,24.55089,EXECUTION,2025-07-22
USD,-0.5188,C,-321.5022,26.979,EXECUTION,2025-07-22
USD,-0.5188,C,-322.5022,25.979,EXECUTION,2025-07-22
USD,-0.5188,C,-321.5022,26.979,EXECUTION,2025-07-22
USD,-0.5188,C,-321.5022,26.979,EXECUTION,2025-07-22
USD,-1.5564,C,-963.5066,81.937,EXECUTION,2025-07-22
USD,-0.5188,C,-321.5022,24.979,EXECUTION,2025-07-22
USD,-0.5188,C,-321.5022,24.979,EXECUTION,2025-07-22
USD,-1.0376,C,-642.0044,50.958,EXECUTION,2025-07-22
USD,-0.5188,C,-320.5022,25.979,EXECUTION,2025-07-22
USD,-0.5188,C,-320.5022,25.979,EXECUTION,2025-07-22
USD,-0.5188,C,-320.5022,25.979,EXECUTION,2025-07-22
USD,-0.5188,C,-320.5022,25.979,EXECUTION,2025-07-22
USD,-1.0376,C,-641.0049,51.9575,EXECUTION,2025-07-22
USD,-0.565492,C,-349.347443,28.317065,EXECUTION,2025-07-22
USD,-0.5188,C,-320.5027,25.9785,EXECUTION,2025-07-22
USD,-1.0188,C,-349.0022,15.979,EXECUTION,2025-07-23
USD,-0.0188,C,-348.0022,17.979,EXECUTION,2025-07-23
USD,-0.5188,C,-348.5022,16.979,EXECUTION,2025-07-23
USD,-0.5188,C,-347.5022,17.979,EXECUTION,2025-07-23
USD,-0.5188,C,-347.5022,17.979,EXECUTION,2025-07-23
USD,-1.0376,C,-696.0044,34.958,EXECUTION,2025-07-23
USD,-2.0752,C,-1394.0088,67.916,EXECUTION,2025-07-23
USD,-0.5188,C,-348.5022,16.979,EXECUTION,2025-07-23
USD,-0.5188,C,-348.5022,16.979,EXECUTION,2025-07-23
USD,-0.5188,C,-348.5022,16.979,EXECUTION,2025-07-23
USD,-0.861208,C,-575.193652,31.50514,EXECUTION,2025-07-23
USD,-1.0188,C,-365.5022,-48.521,EXECUTION,2025-07-30
USD,-0.0188,C,-365.5022,-47.521,EXECUTION,2025-07-30
USD,-0.5188,C,-365.5022,-48.021,EXECUTION,2025-07-30
USD,-0.5188,C,-365.5022,-48.021,EXECUTION,2025-07-30
USD,-0.5188,C,-365.5022,-48.021,EXECUTION,2025-07-30
USD,-1.0376,C,-731.0044,-96.042,EXECUTION,2025-07-30
USD,-0.5188,C,-365.5022,-48.021,EXECUTION,2025-07-30
USD,-0.5188,C,-365.5022,-48.021,EXECUTION,2025-07-30
USD,-0.5188,C,-365.5022,-48.021,EXECUTION,2025-07-30
USD,-3.097236,C,-2182.048134,-286.68537,EXECUTION,2025-07-30
USD,-1.0188,C,-330.5022,-11.521,EXECUTION,2025-08-06
USD,-1.5752,C,-1322.0088,-43.584,EXECUTION,2025-08-06
USD,-2.0752,C,-1322.0088,-44.084,EXECUTION,2025-08-06
USD,-1.0376,C,-661.0044,-20.042,EXECUTION,2025-08-06
USD,-2.0752,C,-1322.0088,-40.084,EXECUTION,2025-08-06
USD,-0.5188,C,-330.5022,-10.021,EXECUTION,2025-08-06
USD,-0.5188,C,-330.5022,-10.021,EXECUTION,2025-08-06
USD,-1.0376,C,-661.0044,-18.042,EXECUTION,2025-08-06
USD,-0.5188,C,-330.5022,-10.021,EXECUTION,2025-08-06
USD,-0.264588,C,-168.556122,-5.11071,EXECUTION,2025-08-06
USD,-1.5564,C,-991.5066,-30.063,EXECUTION,2025-08-06
USD,-1.0188,C,-325.0022,-17.021,EXECUTION,2025-08-18
USD,-0.0188,C,-324.0022,-15.021,EXECUTION,2025-08-18
USD,-1.5564,C,-973.5066,-48.063,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-16.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-16.021,EXECUTION,2025-08-18
USD,-1.5564,C,-973.5066,-48.063,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.5188,C,-324.5022,-17.021,EXECUTION,2025-08-18
USD,-0.539552,C,-337.482288,-17.70184,EXECUTION,2025-08-18
USD,-1.020116,C,-5155.192354,-14.86247,EXECUTION,2025-09-16
USD,-1.613468,C,-4648.062614,-152.616082,EXECUTION,2025-09-16
USD,-0.5188,C,-1494.341428,-48.860228,EXECUTION,2025-09-16
USD,-1.0188,C,-2197.0022,-31.021,EXECUTION,2025-08-14
USD,-0.0188,C,-2196.0022,-28.021,EXECUTION,2025-08-14
USD,-0.098572,C,-417.335418,-5.51399,EXECUTION,2025-08-14
USD,-1.0188,C,-2057.0022,-149.021,EXECUTION,2025-08-19
USD,-0.0188,C,-2056.0022,-147.021,EXECUTION,2025-08-19
USD,-0.456544,C,-1807.081936,-127.61848,EXECUTION,2025-08-19
USD,-1.034404,C,-7330.154026,29.07157,EXECUTION,2025-08-06
USD,-1.0188,C,-776.737494,21.243706,EXECUTION,2025-10-14
USD,-0.5376,C,-1552.769106,44.693294,EXECUTION,2025-10-14
USD,-0.5188,C,-776.5022,21.979,EXECUTION,2025-10-14
USD,-0.5188,C,-776.5022,21.979,EXECUTION,2025-10-14
USD,-1.224368,C,-1832.545192,51.87044,EXECUTION,2025-10-14
USD,-1.0376,C,-2455.0044,-92.042,EXECUTION,2025-07-31
USD,-0.5188,C,-1227.5022,-46.021,EXECUTION,2025-07-31
USD,-0.15564,C,-368.25081,-13.80645,EXECUTION,2025-07-31
USD,-0.5193,C,-1227.50255,-46.02185,EXECUTION,2025-07-31
USD,-1.0376,C,-2455.0044,-90.042,EXECUTION,2025-07-31
USD,-1.5564,C,-3628.5066,2.937,EXECUTION,2025-09-29
USD,-1.0376,C,-2419.0044,1.958,EXECUTION,2025-09-29
USD,-0.18158,C,-423.32577,0.34265,EXECUTION,2025-09-29
USD,-1.009588,C,-648.466122,-34.92571,EXECUTION,2025-10-31
USD,-1.849,C,-6357.511,-334.36,EXECUTION,2025-10-31
USD,-0.5188,C,-1271.5022,-67.021,EXECUTION,2025-10-31
USD,-0.020752,C,-50.860088,-2.68084,EXECUTION,2025-10-31
USD,-1.0188,C,-1621.0022,-107.021,EXECUTION,2025-08-19
USD,-0.0188,C,-1618.0022,-103.021,EXECUTION,2025-08-19
USD,-0.5188,C,-1618.5027,-104.0215,EXECUTION,2025-08-19
USD,-0.290528,C,-885.456232,-37.34676,EXECUTION,2025-08-19
USD,-1.012032,C,-5691.881408,-161.37344,EXECUTION,2025-08-04
USD,-1.01786,C,-4751.95209,23.63005,EXECUTION,2025-07-28
USD,-6.220412,C,-2583.871378,-72.19179,EXECUTION,2025-09-10
USD,-0.5188,C,-215.5022,-6.021,EXECUTION,2025-09-10
USD,-1.0376,C,-431.0044,-12.042,EXECUTION,2025-09-10
USD,-6.785904,C,-2818.768776,-78.75468,EXECUTION,2025-09-10
USD,-0.213416,C,-18.550154,0.34643,EXECUTION,2025-10-01
USD,-9.1613,C,-4761.0046,143.8341,EXECUTION,2025-10-01
USD,-0.5188,C,-264.5022,7.979,EXECUTION,2025-10-01
USD,-1.011468,C,-7360.041342,-27.02281,EXECUTION,2025-08-06
USD,-1.010904,C,-7165.161276,-99.45218,EXECUTION,2025-08-19
USD,-1.010152,C,-3681.64189,250.167958,EXECUTION,2025-07-02
USD,-4.679576,C,-4965.529844,-0.18942,EXECUTION,2025-09-19
USD,-1.5564,C,-571.5066,-141.063,EXECUTION,2025-10-30
USD,-4.6692,C,-1714.5198,-423.189,EXECUTION,2025-10-30
USD,-5.188,C,-1905.022,-470.21,EXECUTION,2025-10-30
USD,-1.5564,C,-571.5066,-141.063,EXECUTION,2025-10-30
USD,-0.274964,C,-100.966166,-24.92113,EXECUTION,2025-10-30
USD,-1.0376,C,-531.0057,-14.0433,EXECUTION,2025-10-21
USD,-2.594,C,-1707.511,-80.105,EXECUTION,2025-09-02
USD,-0.5188,C,-341.5022,-16.021,EXECUTION,2025-09-02
USD,-2.604376,C,-1714.341044,-80.42542,EXECUTION,2025-09-02
USD,-1.5564,C,-1024.5066,-48.063,EXECUTION,2025-09-02
USD,-1.5564,C,-1024.5066,-48.063,EXECUTION,2025-09-02
USD,-2.0752,C,-1366.0088,-64.084,EXECUTION,2025-09-02
USD,-0.446168,C,-293.691892,-13.77806,EXECUTION,2025-09-02
USD,-1.0188,C,-945.03356,-52.05236,EXECUTION,2025-08-15
USD,-1.0564,C,-2833.1826,-152.239,EXECUTION,2025-08-15
USD,-0.140076,C,-254.986434,-13.74651,EXECUTION,2025-08-15
USD,-0.33722,C,-613.85623,-33.09345,EXECUTION,2025-08-15
USD,-0.5188,C,-944.3942,-50.913,EXECUTION,2025-08-15
USD,-1.032524,C,-1632.393806,-86.80633,EXECUTION,2025-08-15
USD,-0.9026,C,-1886.8694,-99.772,EXECUTION,2025-08-15
USD,-1.0376,C,-1887.00454,-100.04214,EXECUTION,2025-08-15
USD,-0.093384,C,-169.830486,-9.00387,EXECUTION,2025-08-15
USD,-2.0752,C,-330.0088,40.916,EXECUTION,2025-08-18
USD,-1.0376,C,-165.0044,20.458,EXECUTION,2025-08-18
USD,-29.716864,C,-4723.109216,585.66992,EXECUTION,2025-08-18
USD,-1.0188,C,-93.5022,-6.961,EXECUTION,2025-08-19
USD,-0.0188,C,-93.5022,-5.961,EXECUTION,2025-08-19
USD,-4.6692,C,-841.4798,-58.109,EXECUTION,2025-08-19
USD,-5.7068,C,-1028.4142,-70.961,EXECUTION,2025-08-19
USD,-4.6692,C,-841.5098,-58.139,EXECUTION,2025-08-19
USD,-2.0752,C,-373.9888,-25.744,EXECUTION,2025-08-19
USD,-3.1128,C,-561.0132,-38.646,EXECUTION,2025-08-19
USD,-0.5188,C,-93.5022,-6.431,EXECUTION,2025-08-19
USD,-1.0376,C,-187.0044,-12.862,EXECUTION,2025-08-19
USD,-2.0752,C,-374.0088,-25.724,EXECUTION,2025-08-19
USD,-1.0376,C,-187.0044,-12.862,EXECUTION,2025-08-19
USD,-0.124512,C,-22.440528,-1.54344,EXECUTION,2025-08-19
USD,-0.5188,C,-93.5022,-6.431,EXECUTION,2025-08-19
USD,-1.0188,C,-2318.5022,-17.521,EXECUTION,2025-08-28
USD,-0.0193,C,-2318.5022,-16.5215,EXECUTION,2025-08-28
USD,-0.067444,C,-301.405286,-2.21273,EXECUTION,2025-08-28
USD,-1.302188,C,-5795.850522,3.45729,EXECUTION,2025-09-02
USD,-1.0188,C,-2280.623318,-13.642118,EXECUTION,2025-07-07
USD,-0.011468,C,-1391.180224,-9.541692,EXECUTION,2025-07-07
USD,-1.011468,C,-302.561342,-39.44281,EXECUTION,2025-10-20
USD,-0.0188,C,-495.3922,-62.411,EXECUTION,2025-10-20
USD,-5.5118,C,-5450.3292,-692.841,EXECUTION,2025-10-20
USD,-0.5188,C,-495.5022,-63.021,EXECUTION,2025-10-20
USD,-0.46692,C,-445.95198,-56.7189,EXECUTION,2025-10-20
USD,-1.03478,C,-6387.20407,-42.73885,EXECUTION,2025-08-15
USD,-1.012408,C,-6423.461452,-168.99386,EXECUTION,2025-08-15
USD,-1.011844,C,-5946.311386,60.35677,EXECUTION,2025-08-19
USD,-1.001504,C,-548.960176,-18.92168,EXECUTION,2025-07-29
USD,-0.0188,C,-6861.9222,-223.941,EXECUTION,2025-07-29
USD,-4.1504,C,-692.0176,487.832,EXECUTION,2025-09-02
USD,-2.594,C,-432.511,304.895,EXECUTION,2025-09-02
USD,-3.6316,C,-605.5154,426.853,EXECUTION,2025-09-02
USD,-3.6316,C,-605.5154,426.853,EXECUTION,2025-09-02
USD,-0.5188,C,-86.5022,60.979,EXECUTION,2025-09-02
USD,-1.0376,C,-173.0044,121.958,EXECUTION,2025-09-02
USD,-1.0376,C,-173.0044,121.958,EXECUTION,2025-09-02
USD,-10.376,C,-1730.044,1219.58,EXECUTION,2025-09-02
USD,-0.5188,C,-86.5022,60.979,EXECUTION,2025-09-02
USD,-0.5188,C,-86.5022,60.979,EXECUTION,2025-09-02
USD,-0.5188,C,-86.5022,60.979,EXECUTION,2025-09-02
USD,-0.5188,C,-86.5022,60.979,EXECUTION,2025-09-02
USD,-0.5188,C,-86.5022,60.979,EXECUTION,2025-09-02
USD,-0.5188,C,-86.5022,60.979,EXECUTION,2025-09-02
